Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/25  24:00:00,77.0190832766,20.1197826611,22.212405637,0.0,4.12243109448,15.9888894789,87.0689803348,84.077249917,2.97173041782,0.02
 07/26  01:00:00,58.747389727,11.8107536678,12.4531092442,0.015051984253,4.12243109448,15.9888894789,48.0624997901,45.0707693722,2.97173041782,0.02
 07/26  02:00:00,73.5086394652,18.3689203239,20.4746661262,0.0,4.12243109448,15.9888894789,82.6041315271,79.6124011093,2.97173041782,0.02
 07/26  03:00:00,57.9542878221,11.372677745,12.0428941908,0.0702409888466,4.12243109448,15.9888894789,48.2871374695,45.2954070517,2.97173041782,0.02
 07/26  04:00:00,108.855962153,27.7015678244,29.0814732044,0.0139423526814,12.3672932834,24.9413748627,119.088545813,105.533879541,4.9528840297,8.60178224272
 07/26  05:00:00,124.228614148,28.6030079436,31.3744394185,12.1921881118,12.3672932834,24.9413748627,175.050991467,170.078107437,4.9528840297,0.02
 07/26  06:00:00,168.890479135,29.1177480652,32.0708505525,9.24325426317,24.7345865669,70.7195625826,142.29351398,132.36774592,9.90576805939,0.02
 07/26  07:00:00,198.132554948,29.4202998222,32.5097602556,6.05077562754,37.1018798503,92.3937384068,123.369507481,113.443739422,9.90576805939,0.02
 07/26  08:00:00,212.206259193,29.500338069,35.3896660193,5.12131641907,37.1018798503,104.434947198,117.346766238,107.420998179,9.90576805939,0.02
 07/26  09:00:00,227.454295731,29.5993036882,39.4926549421,4.12575331741,37.1018798503,116.476155989,113.708167953,103.782399894,9.90576805939,0.02
 07/26  10:00:00,231.572138283,29.7277280871,44.6002765421,3.0069662206,37.1018798503,116.476155989,119.06262719,100.528905041,9.90576805939,8.62795408935
 07/26  11:00:00,231.183837549,29.8852631568,45.4919179139,1.56931683859,37.1018798503,116.476155989,106.794582251,96.8688141921,9.90576805939,0.02
 07/26  12:00:00,220.921537753,30.0799851279,47.9646669152,0.681237136281,37.1018798503,104.434947198,111.125754241,92.5946071711,9.90576805939,8.62537901054
 07/26  13:00:00,235.733196321,30.3085223225,50.8523098273,0.335045451189,37.1018798503,116.476155989,93.8666022607,83.9408342013,9.90576805939,0.02
 07/26  14:00:00,239.147238026,30.5900380807,54.1913201119,0.128700731019,37.1018798503,116.476155989,86.1409607765,76.2151927171,9.90576805939,0.02
 07/26  15:00:00,240.693111474,30.8806465036,55.5721716938,0.00332563323044,37.1018798503,116.476155989,89.3909546547,70.8586908769,9.90576805939,8.62649571842
 07/26  16:00:00,239.900631345,31.0845914142,54.5796443248,0.0,37.1018798503,116.476155989,81.8999283084,71.974160249,9.90576805939,0.02
 07/26  17:00:00,236.968883319,31.1748394571,51.5587043339,0.0,37.1018798503,116.476155989,86.848562342,76.9227942826,9.90576805939,0.02
 07/26  18:00:00,140.512209785,28.1693740154,39.3732369973,0.0,24.7345865669,47.5788473902,70.7038802872,65.7309962575,4.9528840297,0.02
 07/26  19:00:00,136.734931504,27.9945798889,35.770751527,0.0,24.7345865669,47.5788473902,86.0913787505,72.5309450657,4.9528840297,8.60754965517
 07/26  20:00:00,125.076096998,28.1399290964,33.477691146,0.0,12.3672932834,38.6892022431,92.0880639204,89.0963335026,2.97173041782,0.02
 07/26  21:00:00,88.7819437568,15.747671557,19.1552153515,0.0,12.3672932834,27.0668015668,57.780616484,54.7888860662,2.97173041782,0.02
 07/26  22:00:00,78.8271748134,20.2950130302,23.8452678878,0.0,4.12243109448,15.9888894789,81.4339708419,78.4422404241,2.97173041782,0.02
 07/26  23:00:00,61.6404723992,12.5087924363,14.619522199,0.0,4.12243109448,15.9888894789,55.257955941,52.2662255232,2.97173041782,0.02
 07/26  24:00:00,78.0431942985,20.1197826611,23.2365177292,0.0,4.12243109448,15.9888894789,88.5557242246,85.5639938068,2.97173041782,0.02
 07/27  01:00:00,60.2626145667,12.466426198,13.3058726065,0.0,4.12243109448,15.9888894789,53.6708787703,50.6791483525,2.97173041782,0.02
 07/27  02:00:00,72.7121640663,18.3689203239,19.6781918275,0.0,4.12243109448,15.9888894789,83.4886495898,80.4969191719,2.97173041782,0.02
 07/27  03:00:00,57.7904682771,11.6355232986,11.5890169872,0.0974542082118,4.12243109448,15.9888894789,48.7912868087,45.7995563908,2.97173041782,0.02
 07/27  04:00:00,108.059591288,27.5555425168,28.3296666658,0.115404420497,12.3672932834,24.9413748627,111.129814376,106.156930346,4.9528840297,0.02
 07/27  05:00:00,121.949722777,28.6843423423,28.909341126,12.2970615952,12.3672932834,24.9413748627,174.971733871,169.998849841,4.9528840297,0.02
 07/27  06:00:00,165.262036106,29.1563755949,28.9895870322,8.65744806513,24.7345865669,70.7195625826,141.640361563,131.714593504,9.90576805939,0.02
 07/27  07:00:00,192.229562157,29.5039265607,29.2383257344,3.33559205482,37.1018798503,92.3937384068,119.525272283,109.599504223,9.90576805939,0.02
 07/27  08:00:00,205.243152881,29.8042745081,31.2619589978,1.98192727852,37.1018798503,104.434947198,111.027042716,101.101274657,9.90576805939,0.02
 07/27  09:00:00,218.881738234,30.0954953283,33.0744855346,1.47520953092,37.1018798503,116.476155989,115.094123806,96.5644437776,9.90576805939,8.62391196874
 07/27  10:00:00,221.0775922,30.3176626448,35.3996756567,1.1231040104,37.1018798503,116.476155989,103.259531861,93.3337638017,9.90576805939,0.02
 07/27  11:00:00,226.330928941,30.5285321358,40.9060799251,0.65892219629,37.1018798503,116.476155989,109.468533409,90.9335671354,9.90576805939,8.62919821395
 07/27  12:00:00,219.927131883,30.8707415668,46.5917607072,0.269060707373,37.1018798503,104.434947198,98.6694482626,88.7436802032,9.90576805939,0.02
 07/27  13:00:00,234.429436305,31.1250864292,49.0294643785,0.0374985539631,37.1018798503,116.476155989,96.9970147567,87.0712466973,9.90576805939,0.02
 07/27  14:00:00,236.650204337,31.3873007013,51.0257557311,0.0,37.1018798503,116.476155989,102.465754915,83.9337811857,9.90576805939,8.62620566982
 07/27  15:00:00,236.689502242,31.5849134266,50.8676358539,0.0,37.1018798503,116.476155989,91.9554753368,82.0297072774,9.90576805939,0.02
 07/27  16:00:00,233.761390483,31.6456390805,47.8792928025,0.0,37.1018798503,116.476155989,101.866497734,83.3379296965,9.90576805939,8.62279997856
 07/27  17:00:00,232.33486335,31.6397136382,46.4598425412,0.0,37.1018798503,116.476155989,93.0004534853,83.0746854259,9.90576805939,0.02
 07/27  18:00:00,136.764874811,28.1699837112,35.6253149417,0.0,24.7345865669,47.5788473902,71.0095274817,66.036643452,4.9528840297,0.02
 07/27  19:00:00,133.195105071,27.9951904259,32.2303346766,0.0,24.7345865669,47.5788473902,77.7459761659,72.7730921362,4.9528840297,0.02
 07/27  20:00:00,121.387764113,28.1401001236,29.7891844797,0.0,12.3672932834,38.6892022431,92.3639170307,89.3721866129,2.97173041782,0.02
 07/27  21:00:00,85.6094552854,15.4556209418,16.2747705368,0.0,12.3672932834,27.0668015668,57.8984154624,54.9066850446,2.97173041782,0.02
 07/27  22:00:00,75.6659552829,20.4483396032,20.5307209726,0.0,4.12243109448,15.9888894789,81.6993694285,78.7076390107,2.97173041782,0.02
 07/27  23:00:00,60.5643072916,13.3411366896,12.7110120095,0.0,4.12243109448,15.9888894789,54.8467166574,51.8549862395,2.97173041782,0.02
 07/27  24:00:00,74.3461920374,19.4626687769,20.1966285076,0.0,4.12243109448,15.9888894789,88.5244009655,85.5326705477,2.97173041782,0.02
 07/28  01:00:00,58.3413693006,12.2473882366,11.6036644415,0.0,4.12243109448,15.9888894789,52.4339498997,49.4422194818,2.97173041782,0.02
 07/28  02:00:00,72.6709375956,19.1574569849,18.7840973864,0.0643304346122,4.12243109448,15.9888894789,83.6198531209,80.6281227031,2.97173041782,0.02
 07/28  03:00:00,55.8382571319,10.9346018222,10.3891498785,0.046030759617,4.12243109448,15.9888894789,49.2854088762,46.2936784584,2.97173041782,0.02
 07/28  04:00:00,106.379974058,27.9644133781,26.3027185477,0.0538635446593,12.3672932834,24.9413748627,112.394676562,107.421792532,4.9528840297,0.02
 07/28  05:00:00,119.207706721,28.1056406939,28.2282704514,10.8148169481,12.3672932834,24.9413748627,175.706290706,170.733406676,4.9528840297,0.02
 07/28  06:00:00,165.466677126,29.1964042642,28.2084427052,9.60320382185,24.7345865669,70.7195625826,151.187271137,132.679739303,9.90576805939,8.60176377492
 07/28  07:00:00,194.01838935,29.4522867129,28.4557362347,5.95864741149,37.1018798503,92.3937384068,123.204362555,113.278594496,9.90576805939,0.02
 07/28  08:00:00,204.46641782,29.5419957912,28.5904480293,4.13904635796,37.1018798503,104.434947198,116.160996423,106.235228363,9.90576805939,0.02
 07/28  09:00:00,217.432262748,29.6748394111,30.8309592239,2.68989553325,37.1018798503,116.476155989,111.88004211,101.954274051,9.90576805939,0.02
 07/28  10:00:00,218.483966929,29.8299637891,32.8801152859,1.53669971997,37.1018798503,116.476155989,116.914842308,98.3812344095,9.90576805939,8.62783983895
 07/28  11:00:00,222.139621154,29.97953772,36.9700931565,0.952665766163,37.1018798503,116.476155989,105.729875203,95.8041071439,9.90576805939,0.02
 07/28  12:00:00,214.664737347,30.1356340606,41.5966936639,0.736770489395,37.1018798503,104.434947198,103.790614401,93.8648463418,9.90576805939,0.02
 07/28  13:00:00,228.25215606,30.2792443372,43.1257952015,0.609781562567,37.1018798503,116.476155989,110.682287099,92.1471690844,9.90576805939,8.62934995512
 07/28  14:00:00,231.111265208,30.4141418351,45.9834495931,0.47651268642,37.1018798503,116.476155989,100.392383052,90.466614993,9.90576805939,0.02
 07/28  15:00:00,233.238766113,30.5282006988,48.1331161646,0.340459976697,37.1018798503,116.476155989,107.297439898,88.7651830328,9.90576805939,8.62648880571
 07/28  16:00:00,231.499287214,30.5563033484,46.4076262065,0.29897279926,37.1018798503,116.476155989,98.0541357192,88.1283676598,9.90576805939,0.02
 07/28  17:00:00,230.124810452,30.5277410501,45.023094091,0.338645370512,37.1018798503,116.476155989,98.3680016964,88.442233637,9.90576805939,0.02
 07/28  18:00:00,134.156906695,27.7964842743,33.3908279937,0.0,24.7345865669,47.5788473902,74.9493942723,69.9765102426,4.9528840297,0.02
 07/28  19:00:00,133.228003125,28.4316943624,31.8267093968,0.0,24.7345865669,47.5788473902,79.9655174263,74.9926333966,4.9528840297,0.02
 07/28  20:00:00,120.638715328,27.2634919016,29.9167316401,0.0,12.3672932834,38.6892022431,102.407400197,90.8281075422,2.97173041782,8.60756223716
 07/28  21:00:00,86.2232834791,14.959134896,17.3850887945,0.0,12.3672932834,27.0668015668,60.2011706825,57.2094402647,2.97173041782,0.02
 07/28  22:00:00,75.5437029739,19.5356814307,21.3211275055,0.0,4.12243109448,15.9888894789,83.8005178665,80.8087874487,2.97173041782,0.02
 07/28  23:00:00,61.3595086384,13.1220987282,13.7252520253,0.0,4.12243109448,15.9888894789,54.7551830088,51.763452591,2.97173041782,0.02
 07/28  24:00:00,74.9369656143,19.2436308155,21.0064407895,0.0,4.12243109448,15.9888894789,89.4290682271,86.4373378093,2.97173041782,0.02
 07/29  01:00:00,59.9062318251,12.5102337903,12.8456631164,0.060019072926,4.12243109448,15.9888894789,53.6179309977,50.6262005799,2.97173041782,0.02
 07/29  02:00:00,72.8779201797,18.3689203239,19.8439478755,0.0,4.12243109448,15.9888894789,84.313021412,81.3212909941,2.97173041782,0.02
 07/29  03:00:00,58.1242106175,11.5479081141,11.7835112412,0.324317430428,4.12243109448,15.9888894789,49.6495930265,46.6578626087,2.97173041782,0.02
 07/29  04:00:00,89.9357925295,26.6793906712,28.0931753742,0.238756101837,4.12243109448,16.0517297156,120.304235364,117.312504946,2.97173041782,0.02
 07/29  05:00:00,90.5209699204,27.117466594,27.7885407454,0.690492185839,4.12243109448,16.0517297156,118.930803089,115.939072671,2.97173041782,0.02
 07/29  06:00:00,107.229557138,28.8697702852,28.9362495926,2.69082532977,4.12243109448,39.6058045677,99.7820468202,96.7903164024,2.97173041782,0.02
 07/29  07:00:00,159.894635245,28.9113511216,31.4566271944,21.150912001,12.3672932834,65.3531420225,153.667633909,148.694749879,4.9528840297,0.02
 07/29  08:00:00,159.686895466,28.8965059908,31.7132980924,17.8105186001,12.3672932834,68.2430321324,150.853510856,145.880626826,4.9528840297,0.02
 07/29  09:00:00,185.503133443,28.9245582034,33.6420304481,12.6531058826,16.4897243779,93.1370602926,140.450780237,132.50616579,7.92461444751,0.02
 07/29  10:00:00,185.597051995,28.9285420653,36.5887217842,9.79623622803,16.4897243779,93.1370602926,134.944496682,126.999882234,7.92461444751,0.02
 07/29  11:00:00,185.070119644,28.9410701932,39.4143465208,6.43116497504,16.4897243779,93.1370602926,139.247399405,122.711192374,7.92461444751,8.6115925831
 07/29  12:00:00,176.9875462,28.9576769301,42.1496920781,4.74827664581,16.4897243779,83.9857416113,127.762545281,119.817930834,7.92461444751,0.02
 07/29  13:00:00,179.536104359,28.9825663894,45.7926610182,3.62897397689,16.4897243779,83.9857416113,125.861009195,117.916394748,7.92461444751,0.02
 07/29  14:00:00,179.740590415,29.0013181321,47.5728187271,2.03459312716,16.4897243779,83.9857416113,122.2827185,114.338104052,7.92461444751,0.02
 07/29  15:00:00,155.100407238,28.8697702852,42.5556678621,0.0,12.3672932834,70.6512738906,65.1374293023,60.1645452726,4.9528840297,0.02
 07/29  16:00:00,152.985988306,28.8697702852,40.4412410791,0.0,12.3672932834,70.6512738906,64.0550718205,59.0821877908,4.9528840297,0.02
 07/29  17:00:00,138.906367461,28.8697702852,38.885124437,0.0,12.3672932834,58.1284167478,67.2333903989,62.2605063692,4.9528840297,0.02
 07/29  18:00:00,99.8172062043,27.9717146435,33.8815125939,0.0,12.3672932834,24.9413748627,89.7773181976,84.8044341679,4.9528840297,0.02
 07/29  19:00:00,97.6488256199,27.9936184396,31.6906427832,0.000585409037495,12.3672932834,24.9413748627,98.8575751972,93.8846911675,4.9528840297,0.02
 07/29  20:00:00,87.1311627303,26.2413147484,28.3145430141,0.0,4.12243109448,16.0517297156,118.069057812,106.495547271,2.97173041782,8.60178012345
 07/29  21:00:00,62.3118100375,12.8894191387,14.8964105784,0.028382649067,4.12243109448,15.9888894789,57.2794957842,54.2877653663,2.97173041782,0.02
 07/29  22:00:00,63.0162382458,13.4711181124,14.9875880093,0.0235311937123,4.12243109448,15.9888894789,60.2167541981,57.2250237803,2.97173041782,0.02
 07/29  23:00:00,69.4080580828,16.1835854488,18.5706510169,0.0652157352821,4.12243109448,15.9888894789,75.2318850198,72.240154602,2.97173041782,0.02
 07/29  24:00:00,70.9706563325,17.4942098323,18.8332356561,0.0,4.12243109448,15.9888894789,80.0753025597,77.0835721419,2.97173041782,0.02
 07/30  01:00:00,69.1817996402,17.9337271091,18.2706769032,0.417242423107,2.06121554724,15.9888894789,79.3618652299,76.3701348121,2.97173041782,0.02
 07/30  02:00:00,55.0520226657,10.9338811452,11.6999614867,0.0,2.06121554724,15.9888894789,58.4629616867,55.4712312688,2.97173041782,0.02
 07/30  03:00:00,77.7358792725,21.8677622903,23.1769117884,0.0,2.06121554724,15.9888894789,106.672748122,103.681017705,2.97173041782,0.02
 07/30  04:00:00,72.6087256687,18.8084376007,20.3076366646,0.910656338448,2.06121554724,15.9888894789,84.3937924384,81.4020620206,2.97173041782,0.02
 07/30  05:00:00,78.7312849981,21.8677622903,24.1723175943,0.0,2.06121554724,15.9888894789,106.215164402,103.223433985,2.97173041782,0.02
 07/30  06:00:00,58.0653801554,17.6694402014,19.549876023,0.0099022649493,2.06121554724,15.9888894789,85.7738448788,82.7821144609,2.97173041782,0.02
 07/30  07:00:00,68.0869940252,22.7439141359,25.9723837469,0.774491080777,2.06121554724,15.9888894789,105.428363685,102.436633268,2.97173041782,0.02
 07/30  08:00:00,88.704497882,18.8084376007,23.3002396957,0.300272623189,4.12243109448,41.7362269337,81.2689037464,76.2960197167,4.9528840297,0.02
 07/30  09:00:00,102.256542327,23.3572204279,32.4847617654,0.0098020966268,4.12243109448,41.7362269337,96.2384317064,91.2655476767,4.9528840297,0.02
 07/30  10:00:00,94.4772142549,19.0274755621,29.154190746,0.0,4.12243109448,41.7362269337,76.714801811,71.7419177813,4.9528840297,0.02
 07/30  11:00:00,104.238540078,22.9629520973,34.8708299493,0.0,4.12243109448,41.7362269337,92.5005965362,87.5277125065,4.9528840297,0.02
 07/30  12:00:00,96.3561309778,18.8960527852,31.1645302407,0.0,4.12243109448,41.7362269337,73.3229597489,68.3500757192,4.9528840297,0.02
 07/30  13:00:00,110.028978103,23.7952963506,39.8289237067,0.0,4.12243109448,41.7362269337,85.9931451366,81.0202611069,4.9528840297,0.02
 07/30  14:00:00,95.5107687188,18.7208224161,30.4943983275,0.0,4.12243109448,41.7362269337,67.3134492706,62.3405652409,4.9528840297,0.02
 07/30  15:00:00,110.709649165,23.8829115352,40.4219795517,0.0,4.12243109448,41.7362269337,83.6118437625,78.6389597328,4.9528840297,0.02
 07/30  16:00:00,79.3158506814,18.9836679698,30.8943270044,0.0,4.12243109448,24.8785346261,72.0387507176,67.0658666879,4.9528840297,0.02
 07/30  17:00:00,74.9613874227,21.9582601829,34.4506061508,0.0,2.06121554724,15.9888894789,86.7526727345,83.7609423167,2.97173041782,0.02
 07/30  18:00:00,58.8006520698,16.1843061258,24.1769702828,0.0179066450499,2.06121554724,15.9888894789,69.8347930824,66.8430626646,2.97173041782,0.02
 07/30  19:00:00,56.1941833849,16.1843061258,21.5450468929,0.0433613180095,2.06121554724,15.9888894789,69.1659306318,66.1742002139,2.97173041782,0.02
 07/30  20:00:00,64.3999961483,15.8197233082,18.3370282628,0.0832228330408,2.06121554724,15.9888894789,70.3011329647,67.3094025469,2.97173041782,0.02
 07/30  21:00:00,68.6910011634,16.9125108585,19.1024538902,0.130444604192,2.06121554724,15.9888894789,81.4451942235,78.4534638057,2.97173041782,0.02
 07/30  22:00:00,63.5428767219,14.4348851426,16.3712219474,0.263984503809,2.06121554724,15.9888894789,65.271854552,62.2801241342,2.97173041782,0.02
 07/30  23:00:00,57.9084018088,12.0290709522,13.1530369062,0.308113821394,2.06121554724,15.9888894789,53.9119032651,50.9201728473,2.97173041782,0.02
 07/30  24:00:00,55.2910543715,10.9338811452,11.9389930516,0.0,2.06121554724,15.9888894789,64.7357260414,53.1622157477,2.97173041782,8.60177987594
 07/31  01:00:00,82.7418441072,22.9191445051,24.6584145542,0.411864146835,4.12243109448,15.9888894789,105.622941993,102.631211575,2.97173041782,0.02
 07/31  02:00:00,71.5052906858,17.9322857551,18.6233107485,0.306483453701,4.12243109448,15.9888894789,85.5820907154,82.5903602976,2.97173041782,0.02
 07/31  03:00:00,81.7859710402,22.7439141359,23.5783971351,0.711239033291,4.12243109448,15.9888894789,106.859567661,103.867837244,2.97173041782,0.02
 07/31  04:00:00,108.95203815,27.8183880705,28.3088955649,0.765776188988,12.3672932834,24.9413748627,121.003553241,116.030669212,4.9528840297,0.02
 07/31  05:00:00,133.106569341,28.4614186922,31.2536386816,21.3325337,12.3672932834,24.9413748627,187.825174248,182.852290218,4.9528840297,0.02
